"","organism","TaxID","subgroup","level","RefSeq.FTP"
"36520","Methylibium sp. YR605",1500265,"Betaproteobacteria","SAMN02787082","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/800/095/GCA_000800095.1_ASM80009v1"
"26787","Methylibium sp. CF468",1500262,"Betaproteobacteria","SAMN02787116","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/799/605/GCA_000799605.1_ASM79960v1"
"4486","Methylibium sp. CF059",1500261,"Betaproteobacteria","SAMN02787123","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/799/305/GCA_000799305.1_ASM79930v1"
"15181","Pseudoalteromonas piratica",1348114,"Gammaproteobacteria","SAMN03160553","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/788/395/GCA_000788395.1_ASM78839v1"
"35209","Methylotenera sp. G11",1506585,"Betaproteobacteria","SAMN02850020","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/799/735/GCA_000799735.1_ASM79973v1"
"5924","Chitinibacter sp. ZOR0017",1339254,"Betaproteobacteria","SAMN03021528","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/799/095/GCA_000799095.1_ZOR0017.1"
"33131","Methylotenera sp. N17",1502761,"Betaproteobacteria","SAMN02800695","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/799/155/GCA_000799155.1_ASM79915v1"
"5806","Pseudomonas lutea",243924,"Gammaproteobacteria","SAMN03077637","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/759/445/GCA_000759445.1_ASM75944v1"
"5795","Halomonas salina",42565,"Gammaproteobacteria","SAMEA3114296","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/821/105/GCA_000821105.2_ASM82110v2"
"5635","Gammaproteobacteria bacterium MFB021",1492922,"Gammaproteobacteria","SAMN02863077","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/737/985/GCA_000737985.1_Gammaproteobacteria1.0"
"5723","Ferriphaselus sp. R-1",1485544,"Betaproteobacteria","SAMN02745141","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/746/095/GCA_000746095.1_ASM74609v1"
"5695","Porticoccus hydrocarbonoclasticus MCTG13d",1415778,"Gammaproteobacteria","SAMN02744760","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/744/735/GCA_000744735.1_ASM74473v1"
"30503","Methylotenera sp. L2L1",1502770,"Betaproteobacteria","SAMN02800689","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/744/605/GCA_000744605.1_ASM74460v1"
"5401","Marinobacterium sp. AK27",1232683,"Gammaproteobacteria","SAMN02745957","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/705/555/GCA_000705555.1_MarKoc1.0"
"3803","Sphaerotilus natans subsp. natans DSM 6575",1286631,"Betaproteobacteria","SAMN02767310","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/689/195/GCA_000689195.1_CLC_Genomics_workbench_5.0"
"8118","Nitrincola nitratireducens",1229521,"Gammaproteobacteria","SAMN02951920","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/585/235/GCA_000585235.1_NitAk23"
"2272.1","Methylophilaceae bacterium 11",1101195,"Betaproteobacteria","SAMN02849406","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/525/025/GCA_000525025.1_ASM52502v1"
"3306","Chitinilyticum litopenaei DSM 21440",529086,"Betaproteobacteria","SAMN02441212","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/428/145/GCA_000428145.1_ASM42814v1"
"3385","Pseudomonas resinovorans NBRC 106553",1245471,"Gammaproteobacteria","SAMD00061053","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/412/695/GCA_000412695.1_ASM41269v1"
"774","Pseudogulbenkiania ferrooxidans 2002",279714,"Betaproteobacteria","SAMN00001906","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/174/355/GCA_000174355.1_ASM17435v1"
"14340.1","Andreprevotia lacus DSM 23236",1121001,"Betaproteobacteria","SAMN02745857","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/176/275/GCA_900176275.1_IMG-taxon_2568526002_annotated_assembly"
"1073","Methylotenera mobilis JLW8",583345,"Betaproteobacteria","SAMN00017443","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/705/GCA_000023705.1_ASM2370v1"
"34974","Pseudomonas sp. TKP",1415630,"Gammaproteobacteria","SAMN02389528","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/508/205/GCA_000508205.1_ASM50820v1"
"14175","Tardiphaga robiniae",943830,"Alphaproteobacteria","SAMN04590170","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/618/955/GCA_001618955.1_ASM161895v1"
"3894","Chitinilyticum aquatile DSM 21506",1121275,"Betaproteobacteria","SAMN02440690","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/430/805/GCA_000430805.1_ASM43080v1"
"2407","Kosakonia radicincitans DSM 16656",1177180,"Gammaproteobacteria","SAMN02470245","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/280/495/GCA_000280495.2_ASM28049v2"
"14208","Shewanella japonica",93973,"Gammaproteobacteria","SAMN06628905","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/075/795/GCA_002075795.1_ASM207579v1"
"14198","Methyloprofundus sedimenti",1420851,"Gammaproteobacteria","SAMN04347413","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/072/955/GCA_002072955.1_ASM207295v1"
"1727","Pseudomonas tolaasii",29442,"Gammaproteobacteria","SAMN06579284","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/072/675/GCA_002072675.1_ASM207267v1"
"16953","Photobacterium toruni",1935446,"Gammaproteobacteria","SAMEA93355918","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/166/975/GCA_900166975.1_P.torugnensis_CECT9189T_SPAdes_Prokka_EMBL.gz"
"14195","Photobacterium piscicola",1378299,"Gammaproteobacteria","SAMEA93355168","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/166/965/GCA_900166965.1_P.piscicola_NCCB100098T_SPAdes_Prokka_EMBL"
"14064","Campylobacter pinnipediorum subsp. pinnipediorum",1660067,"delta/epsilon subdivisions","SAMN03737982","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/021/925/GCA_002021925.1_ASM202192v1"
"4023","Pseudomonas veronii",76761,"Gammaproteobacteria","SAMN06076152","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/028/325/GCA_002028325.1_ASM202832v1"
"2084","Pseudomonas extremaustralis",359110,"Gammaproteobacteria","SAMN05216591","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/035/GCA_900102035.1_IMG-taxon_2667527225_annotated_assembly"
"4148","Vibrio owensii",696485,"Gammaproteobacteria","SAMN05213947","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/021/755/GCA_002021755.1_ASM202175v1"
"14065","Solemya elarraichensis gill symbiont",1918949,"Gammaproteobacteria","SAMN06016298","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/020/805/GCA_002020805.1_ASM202080v1"
"6185","Kosakonia oryzae",497725,"Gammaproteobacteria","SAMN04419549","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/025/GCA_001658025.1_ASM165802v1"
"1932","Pseudomonas synxantha",47883,"Gammaproteobacteria","SAMN03398829","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/968/415/GCA_000968415.2_ASM96841v2"
"14064.1","Campylobacter pinnipediorum subsp. pinnipediorum",1660067,"delta/epsilon subdivisions","SAMN03737982","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/021/925/GCA_002021925.1_ASM202192v1"
"32433","Campylobacter pinnipediorum subsp. caledonicus",1874362,"delta/epsilon subdivisions","SAMN03737985","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/021/985/GCA_002021985.1_ASM202198v1"
"14099.1","Enterovibrio nigricans DSM 22720",1121868,"Gammaproteobacteria","SAMN02745132","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/167/155/GCA_900167155.1_IMG-taxon_2568526010_annotated_assembly"
"14313","Chromatiaceae bacterium 2141T.STBD.0c.01a",1978339,"Gammaproteobacteria","SAMN06351224","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/009/425/GCA_002009425.1_ASM200942v1"
"13973","Microbulbifer mangrovi",927787,"Gammaproteobacteria","SAMN05214359","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/009/015/GCA_002009015.1_ASM200901v1"
"7280","Catenovulum maritimum",1513271,"Gammaproteobacteria","SAMN03481869","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/375/GCA_001050375.1_ASM105037v1"
"30412","Halomonas sp. 'Soap Lake #7'",1962264,"Gammaproteobacteria","SAMN06210484","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/009/255/GCA_002009255.1_ASM200925v1"
"22463","Salmonella enterica subsp. enterica serovar Typhi str. CT18",220341,"Gammaproteobacteria","SAMEA1705914","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/995/GCA_000195995.1_ASM19599v1"
"2699","Cellvibrio sp. PSBB023",1945512,"Gammaproteobacteria","SAMN06291465","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/007/605/GCA_002007605.1_ASM200760v1"
"13947","Shewanella psychrophila",225848,"Gammaproteobacteria","SAMN04370084","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/005/305/GCA_002005305.1_ASM200530v1"
"13927","Methylocaldum sp. 14B",1912213,"Gammaproteobacteria","SAMN05933571","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/005/105/GCA_002005105.1_14B"
"8457","Vibrio toranzoniae",1194427,"Gammaproteobacteria","SAMEA4016015","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/089/765/GCA_900089765.1_VtoranzoniaeCECT7225_SPAdes_Prokka"
"13918","Salinivibrio proteolyticus",334715,"Gammaproteobacteria","SAMN06273037","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/996/165/GCA_001996165.1_ASM199616v1"
"22245","Salinivibrio kushneri",1908198,"Gammaproteobacteria","SAMN06270209","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/995/725/GCA_001995725.1_ASM199572v1"
"35020","Polaromonas sp. A23",1944133,"Betaproteobacteria","SAMN06289802","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/001/015/GCA_002001015.1_ASM200101v1"
"13936","Pseudoalteromonas aliena",247523,"Gammaproteobacteria","SAMN06298625","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/225/GCA_001999225.1_ASM199922v1"
"13910","Halomonas utahensis",86177,"Gammaproteobacteria","SAMEA78793918","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/162/675/GCA_900162675.1_PRJEB5957"
"3511","Salinivibrio costicola subsp. costicola ATCC 33508 = LMG 11651",1269942,"Gammaproteobacteria","SAMN02597457","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/565/345/GCA_000565345.1_costicolaLMG11651"
"14997","Colwellia agarivorans",1911682,"Gammaproteobacteria","SAMN06309550","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/000/085/GCA_002000085.1_ASM200008v1"
"13915","Vibrio ruber DSM 16370",1123498,"Gammaproteobacteria","SAMEA78797668","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/163/965/GCA_900163965.1_V_ruber_CECT7878T_Velvet_Prokka_EMBL"
"13944","Colwellia aestuarii",329993,"Gammaproteobacteria","SAMN06309651","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/000/025/GCA_002000025.1_ASM200002v1"
"30701","Salinivibrio costicola subsp. alcaliphilus",272773,"Gammaproteobacteria","SAMN06273039","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/996/185/GCA_001996185.1_ASM199618v1"
"32852","Salinivibrio sp. PR919",1909491,"Gammaproteobacteria","SAMN06273023","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/995/355/GCA_001995355.1_ASM199535v1"
"35428","Salinivibrio sp. AR647",1909438,"Gammaproteobacteria","SAMN06272991","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/995/415/GCA_001995415.1_ASM199541v1"
"13917","Salinivibrio siamensis",414286,"Gammaproteobacteria","SAMN06272987","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/996/005/GCA_001996005.1_ASM199600v1"
"41580","Salinivibrio sp. PR6",1909485,"Gammaproteobacteria","SAMN06272985","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/995/955/GCA_001995955.1_ASM199595v1"
"40960","Salinivibrio sp. IB870",1766121,"Gammaproteobacteria","SAMN06270272","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/995/945/GCA_001995945.1_ASM199594v1"
"38496","Salinivibrio sp. IB282",1766122,"Gammaproteobacteria","SAMN06270194","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/995/685/GCA_001995685.1_ASM199568v1"
"36519","Salinivibrio sp. IB868",1909447,"Gammaproteobacteria","SAMN06270241","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/995/655/GCA_001995655.1_ASM199565v1"
"39261","Salinivibrio sp. ML323",1909474,"Gammaproteobacteria","SAMN06270190","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/995/745/GCA_001995745.1_ASM199574v1"
"37544","Legionella pneumophila subsp. pneumophila ATCC 43290",933093,"Gammaproteobacteria","SAMN02603182","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/239/175/GCA_000239175.1_ASM23917v1"
"13915.1","Vibrio ruber DSM 16370",1123498,"Gammaproteobacteria","SAMEA78797668","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/163/965/GCA_900163965.1_V_ruber_CECT7878T_Velvet_Prokka_EMBL"
"13850","Candidatus Berkiella cookevillensis",437022,"Gammaproteobacteria","SAMN03855808","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/431/315/GCA_001431315.1_ASM143131v1"
"27197","Pelomonas sp. KK5",1855730,"Betaproteobacteria","SAMN05162226","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/984/095/GCA_001984095.1_ASM198409v1"
"24489","Escherichia coli IAI39",585057,"Gammaproteobacteria","SAMEA3138234","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/026/345/GCA_000026345.1_ASM2634v1"
"13866","Marinobacter lutaoensis",135739,"Gammaproteobacteria","SAMN06134660","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/981/305/GCA_001981305.1_ASM198130v1"
"12185","Pseudomonas gessardii",78544,"Gammaproteobacteria","SAMN05945975","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/983/165/GCA_001983165.1_ASM198316v1"
"13824","Azoarcus tolulyticus",34027,"Betaproteobacteria","SAMN05421829","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/156/155/GCA_900156155.1_IMG-taxon_2681812808_annotated_assembly"
"13826","Vibrio ostreicida",526588,"Gammaproteobacteria","SAMN06007766","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/957/165/GCA_001957165.1_ASM195716v1"
"13812","Pseudacidovorax sp. RU35E",1907403,"Betaproteobacteria","SAMN05880557","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/156/165/GCA_900156165.1_IMG-taxon_2708742465_annotated_assembly"
"1605","Marinobacterium stanieri",49186,"Gammaproteobacteria","SAMN05421647","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/155/945/GCA_900155945.1_IMG-taxon_2681813548_annotated_assembly"
"39488","Colwellia sp. UCD-KL20",1917165,"Gammaproteobacteria","SAMN06007765","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/957/175/GCA_001957175.1_ASM195717v1"
"24581","Arcobacter sp. LPB0137",1850254,"delta/epsilon subdivisions","SAMN06075356","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/956/695/GCA_001956695.1_ASM195669v1"
"23150","Alteromonas abrolhosensis",1892904,"Gammaproteobacteria","SAMN05630991","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/953/635/GCA_001953635.1_ASM195363v1"
"12373","Pseudomonas reinekei",395598,"Gammaproteobacteria","SAMN04490202","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/125/GCA_900104125.1_IMG-taxon_2639762506_annotated_assembly"
"7593","Neptunomonas antarctica",619304,"Gammaproteobacteria","SAMN04074909","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/305/295/GCA_001305295.1_Nant_v1"
"13814","Oleibacter marinus",484498,"Gammaproteobacteria","SAMN05421686","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/156/675/GCA_900156675.1_IMG-taxon_2681813515_annotated_assembly"
"31080","Achromobacter sp. MFA1 R4",1881016,"Betaproteobacteria","SAMN05428937","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/156/745/GCA_900156745.1_IMG-taxon_2681813522_annotated_assembly"
"2792","Pseudomonas alcaliphila JAB1",741155,"Gammaproteobacteria","SAMN03784977","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/865/GCA_001941865.1_ASM194186v1"
"13701","Vibrio panuliri",1381081,"Gammaproteobacteria","SAMN05804985","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/939/725/GCA_001939725.1_ASM193972v1"
"5759","Vibrio ponticus",265668,"Gammaproteobacteria","SAMN05804971","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/939/685/GCA_001939685.1_ASM193968v1"
"2792.1","Pseudomonas alcaliphila JAB1",741155,"Gammaproteobacteria","SAMN03784977","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/865/GCA_001941865.1_ASM194186v1"
"29095","Photobacterium damselae subsp. piscicida",38294,"Gammaproteobacteria","SAMD00078763","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/356/235/GCA_002356235.1_ASM235623v1"
"27929","Rhodoferax antarcticus ANT.BR",1111071,"Betaproteobacteria","SAMN05907728","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/938/565/GCA_001938565.1_ASM193856v1"
"13662","Alteromonadales bacterium BS08",1895005,"Gammaproteobacteria","SAMN05661223","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/955/GCA_001922955.1_ASM192295v1"
"13685","Neptunomonas phycophila",1572645,"Gammaproteobacteria","SAMN06109290","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/575/GCA_001922575.1_ASM192257v1"
"39452","Alteromonas sp. W12",1772289,"Gammaproteobacteria","SAMN04348724","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/924/945/GCA_001924945.1_ASM192494v1"
"2974","Thalassolituus oleivorans MIL-1",1298593,"Gammaproteobacteria","SAMEA2272589","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/355/675/GCA_000355675.1_ASM35567v1"
"13465","Alphaproteobacteria bacterium 13_2_20CM_2_64_7",1803507,"Alphaproteobacteria","SAMN04327923","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/915/105/GCA_001915105.1_ASM191510v1"
"25796","Pseudomonas composti",658457,"Gammaproteobacteria","SAMN04498043","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/567/565/GCA_001567565.1_ASM156756v1"
"12632","Pseudomonas hussainii",1429083,"Gammaproteobacteria","SAMN05216214","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/735/GCA_900109735.1_IMG-taxon_2663763602_annotated_assembly"
"4493","Kosakonia sacchari SP1",1235834,"Gammaproteobacteria","SAMN02472168","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/300/455/GCA_000300455.4_ASM30045v4"
"6116","Pseudomonas abietaniphila",89065,"Gammaproteobacteria","SAMD00023465","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/876/035/GCA_000876035.1_ASM87603v1"
"15502","Vibrio spartinae",1918945,"Gammaproteobacteria","SAMEA26613418","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/149/295/GCA_900149295.1_V.spartinae_CECT9026T_Velvet_Prokka"
"7158","Vibrio antiquarius",150340,"Gammaproteobacteria","SAMN02603570","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/825/GCA_000024825.1_ASM2482v1"
"8662","Ferrimonas marina",299255,"Gammaproteobacteria","SAMN02745129","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/129/905/GCA_900129905.1_IMG-taxon_2588254304_annotated_assembly"
"13231","Aestuariibacter aggregatus",634436,"Gammaproteobacteria","SAMN05216361","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/129/565/GCA_900129565.1_IMG-taxon_2675903007_annotated_assembly"
"12122","Pseudomonas punonensis",1220495,"Gammaproteobacteria","SAMN05216288","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/142/655/GCA_900142655.1_IMG-taxon_2671180065_annotated_assembly"
"13176","Candidimonas bauzanensis",658167,"Betaproteobacteria","SAMN04488135","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/129/885/GCA_900129885.1_IMG-taxon_2617270875_annotated_assembly"
"30445","Cycloclasticus sp. DSM 27168",1884353,"Gammaproteobacteria","SAMN05519226","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/142/045/GCA_900142045.1_IMG-taxon_2695421048_annotated_assembly"
"37326","Mycobacteroides abscessus subsp. abscessus",1185650,"Actinobacteria","SAMN03103584","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/770/175/GCA_000770175.1_ASM77017v1"
"13395.1","Desulfopila aestuarii DSM 18488",1121416,"delta/epsilon subdivisions","SAMN02745220","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/143/695/GCA_900143695.1_IMG-taxon_2582581262_annotated_assembly"
"13350","Rhizobiales bacterium 62-47",1895811,"Alphaproteobacteria","SAMN05660618","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/899/255/GCA_001899255.1_ASM189925v1"
"13326","Gammaproteobacteria bacterium 39-13",1895767,"Gammaproteobacteria","SAMN05660556","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/898/235/GCA_001898235.1_ASM189823v1"
"14587","Halomonas aestuarii",1897729,"Gammaproteobacteria","SAMN06019500","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/615/GCA_001886615.1_ASM188661v1"
"1167","Enterobacteriaceae bacterium 9_2_54FAA",469613,"Gammaproteobacteria","SAMN02463829","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/685/GCA_000185685.2_Ente_bact_9_2_54FAA_V2"
"13168","Marinomonas polaris DSM 16579",1122206,"Gammaproteobacteria","SAMN02745753","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/129/155/GCA_900129155.1_IMG-taxon_2582581270_annotated_assembly"
"33075","Vibrio gazogenes DSM 21264 = NBRC 103151",1123492,"Gammaproteobacteria","SAMN02745781","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/129/185/GCA_900129185.1_IMG-taxon_2582581274_annotated_assembly"
"2407.1","Kosakonia radicincitans DSM 16656",1177180,"Gammaproteobacteria","SAMN02470245","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/280/495/GCA_000280495.2_ASM28049v2"
"1610","Mycobacterium tuberculosis variant africanum",33894,"Actinobacteria","SAMN04479830","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/593/225/GCA_001593225.1_ASM159322v1"
"38283","Alteromonas sp. V450",1912139,"Gammaproteobacteria","SAMN05931236","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/885/075/GCA_001885075.1_ASM188507v1"
"13100.1","Chitinimonas taiwanensis DSM 18899",1121279,"Betaproteobacteria","SAMN02745887","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/119/825/GCA_900119825.1_IMG-taxon_2599185263_annotated_assembly"
"13006","Gammaproteobacteria bacterium MedPE",1860093,"Gammaproteobacteria","SAMN05219439","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/874/365/GCA_001874365.1_ASM187436v1"
"12955","Zetaproteobacteria bacterium CG2_30_59_37",1805430,"Zetaproteobacteria","SAMN04328292","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/873/825/GCA_001873825.1_ASM187382v1"
"33163","Thiomicrospira sp. CG2_30_44_34",1805397,"Gammaproteobacteria","SAMN04328312","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/873/715/GCA_001873715.1_ASM187371v1"
"12922","Helicobacteraceae bacterium CG2_30_36_10",1805215,"delta/epsilon subdivisions","SAMN04328310","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/873/135/GCA_001873135.1_ASM187313v1"
"12844","Hydrogenophilaceae bacterium CG1_02_62_390",1805218,"Hydrogenophilalia","SAMN04328242","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/871/525/GCA_001871525.1_ASM187152v1"
"12835","Zetaproteobacteria bacterium CG1_02_49_23",1805426,"Zetaproteobacteria","SAMN04328212","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/871/355/GCA_001871355.1_ASM187135v1"
"12865","Zetaproteobacteria bacterium CG1_02_53_45",1805427,"Zetaproteobacteria","SAMN04328213","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/871/925/GCA_001871925.1_ASM187192v1"
"12833","Helicobacteraceae bacterium CG1_02_36_14",1805214,"delta/epsilon subdivisions","SAMN04328237","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/871/315/GCA_001871315.1_ASM187131v1"
"12398","Pseudomonas costantinii",168469,"Gammaproteobacteria","SAMN05559687","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/870/435/GCA_001870435.1_ASM187043v1"
"12707","Oceanisphaera psychrotolerans",1414654,"Gammaproteobacteria","SAMN05573647","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/870/485/GCA_001870485.1_ASM187048v1"
"9538","Vibrio barjaei",1676683,"Gammaproteobacteria","SAMN04221167","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/639/065/GCA_001639065.2_ASM163906v2"
"12689.1","Pseudoalteromonas denitrificans DSM 6059",1123010,"Gammaproteobacteria","SAMN02745724","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/265/GCA_900112265.1_IMG-taxon_2599185267_annotated_assembly"
"5253","Pseudomonas otitidis",319939,"Gammaproteobacteria","SAMN05216263","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/835/GCA_900111835.1_IMG-taxon_2663762781_annotated_assembly"
