"","organism","TaxID","subgroup","level","RefSeq.FTP","tbl","prt"
"12597","Amphritea atlantica",355243,"Gammaproteobacteria","SAMN03080615","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/095/GCA_900111095.1_IMG-taxon_2599185211_annotated_assembly","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/095/GCA_900111095.1_IMG-taxon_2599185211_annotated_assembly/GCA_900111095.1_IMG-taxon_2599185211_annotated_assembly_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/095/GCA_900111095.1_IMG-taxon_2599185211_annotated_assembly/GCA_900111095.1_IMG-taxon_2599185211_annotated_assembly_protein.faa.gz"
"12628","Pseudomonas linyingensis",915471,"Gammaproteobacteria","SAMN05216201","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/175/GCA_900109175.1_IMG-taxon_2663762776_annotated_assembly","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/175/GCA_900109175.1_IMG-taxon_2663762776_annotated_assembly/GCA_900109175.1_IMG-taxon_2663762776_annotated_assembly_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/175/GCA_900109175.1_IMG-taxon_2663762776_annotated_assembly/GCA_900109175.1_IMG-taxon_2663762776_annotated_assembly_protein.faa.gz"
"12596","Halomonas subterranea",416874,"Gammaproteobacteria","SAMN04487958","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/305/GCA_900111305.1_IMG-taxon_2617270764_annotated_assembly","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/305/GCA_900111305.1_IMG-taxon_2617270764_annotated_assembly/GCA_900111305.1_IMG-taxon_2617270764_annotated_assembly_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/305/GCA_900111305.1_IMG-taxon_2617270764_annotated_assembly/GCA_900111305.1_IMG-taxon_2617270764_annotated_assembly_protein.faa.gz"
"36849","Methylomonas sp. LWB",1905845,"Gammaproteobacteria","SAMN05858748","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/856/095/GCA_001856095.1_ASM185609v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/856/095/GCA_001856095.1_ASM185609v1/GCA_001856095.1_ASM185609v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/856/095/GCA_001856095.1_ASM185609v1/GCA_001856095.1_ASM185609v1_protein.faa.gz"
"13129","Vibrio sonorensis",1004316,"Gammaproteobacteria","SAMN04029016","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/854/765/GCA_001854765.1_ASM185476v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/854/765/GCA_001854765.1_ASM185476v1/GCA_001854765.1_ASM185476v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/854/765/GCA_001854765.1_ASM185476v1/GCA_001854765.1_ASM185476v1_protein.faa.gz"
"13687","Thauera chlorobenzoica",96773,"Betaproteobacteria","SAMN06117593","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/305/GCA_001922305.1_ASM192230v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/305/GCA_001922305.1_ASM192230v1/GCA_001922305.1_ASM192230v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/305/GCA_001922305.1_ASM192230v1/GCA_001922305.1_ASM192230v1_protein.faa.gz"
"12417","Pseudomonas saponiphila",556534,"Gammaproteobacteria","SAMN05216178","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/185/GCA_900105185.1_IMG-taxon_2667528183_annotated_assembly","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/185/GCA_900105185.1_IMG-taxon_2667528183_annotated_assembly/GCA_900105185.1_IMG-taxon_2667528183_annotated_assembly_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/185/GCA_900105185.1_IMG-taxon_2667528183_annotated_assembly/GCA_900105185.1_IMG-taxon_2667528183_annotated_assembly_protein.faa.gz"
"9548","Pseudomonas salomonii",191391,"Gammaproteobacteria","SAMN05560691","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/730/645/GCA_001730645.1_ASM173064v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/730/645/GCA_001730645.1_ASM173064v1/GCA_001730645.1_ASM173064v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/730/645/GCA_001730645.1_ASM173064v1/GCA_001730645.1_ASM173064v1_protein.faa.gz"
"12433","Pseudomonas panacis",307251,"Gammaproteobacteria","SAMN04490199","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/875/GCA_900104875.1_IMG-taxon_2642422516_annotated_assembly","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/875/GCA_900104875.1_IMG-taxon_2642422516_annotated_assembly/GCA_900104875.1_IMG-taxon_2642422516_annotated_assembly_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/875/GCA_900104875.1_IMG-taxon_2642422516_annotated_assembly/GCA_900104875.1_IMG-taxon_2642422516_annotated_assembly_protein.faa.gz"
"8641","Paraglaciecola sp. MB-3u-78",2058332,"Gammaproteobacteria","SAMN08125768","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/835/935/GCA_002835935.1_ASM283593v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/835/935/GCA_002835935.1_ASM283593v1/GCA_002835935.1_ASM283593v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/835/935/GCA_002835935.1_ASM283593v1/GCA_002835935.1_ASM283593v1_protein.faa.gz"
"22223","Arcobacter halophilus",197482,"delta/epsilon subdivisions","SAMN03737952","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/346/755/GCF_003346755.1_ASM334675v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/346/755/GCF_003346755.1_ASM334675v1/GCF_003346755.1_ASM334675v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/346/755/GCF_003346755.1_ASM334675v1/GCF_003346755.1_ASM334675v1_protein.faa.gz"
"30341","Glaciecola sp. 33A",2057807,"Gammaproteobacteria","SAMN08125735","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/836/745/GCA_002836745.1_ASM283674v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/836/745/GCA_002836745.1_ASM283674v1/GCA_002836745.1_ASM283674v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/836/745/GCA_002836745.1_ASM283674v1/GCA_002836745.1_ASM283674v1_protein.faa.gz"
"36825","Psychromonas sp. psych-6C06",2058089,"Gammaproteobacteria","SAMN08130274","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/835/465/GCA_002835465.1_ASM283546v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/835/465/GCA_002835465.1_ASM283546v1/GCA_002835465.1_ASM283546v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/835/465/GCA_002835465.1_ASM283546v1/GCA_002835465.1_ASM283546v1_protein.faa.gz"
"40689","Shewanella sp. ALD9",2058330,"Gammaproteobacteria","SAMN08125743","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/836/315/GCA_002836315.1_ASM283631v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/836/315/GCA_002836315.1_ASM283631v1/GCA_002836315.1_ASM283631v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/836/315/GCA_002836315.1_ASM283631v1/GCA_002836315.1_ASM283631v1_protein.faa.gz"
"27648","Moritella sp. Urea-trap-13",2058327,"Gammaproteobacteria","SAMN08125779","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/836/355/GCA_002836355.1_ASM283635v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/836/355/GCA_002836355.1_ASM283635v1/GCA_002836355.1_ASM283635v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/836/355/GCA_002836355.1_ASM283635v1/GCA_002836355.1_ASM283635v1_protein.faa.gz"
"22217","Shewanella chilikensis",558541,"Gammaproteobacteria","SAMN07175131","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/836/945/GCA_002836945.1_ASM283694v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/836/945/GCA_002836945.1_ASM283694v1/GCA_002836945.1_ASM283694v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/836/945/GCA_002836945.1_ASM283694v1/GCA_002836945.1_ASM283694v1_protein.faa.gz"
"22221","Macromonas sp. BK-30",1843082,"Betaproteobacteria","SAMN07660549","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/837/145/GCA_002837145.1_ASM283714v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/837/145/GCA_002837145.1_ASM283714v1/GCA_002837145.1_ASM283714v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/837/145/GCA_002837145.1_ASM283714v1/GCA_002837145.1_ASM283714v1_protein.faa.gz"
"22092","Betaproteobacteria bacterium HGW-Betaproteobacteria-14",2013705,"Betaproteobacteria","SAMN06767606","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/840/845/GCA_002840845.1_ASM284084v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/840/845/GCA_002840845.1_ASM284084v1/GCA_002840845.1_ASM284084v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/840/845/GCA_002840845.1_ASM284084v1/GCA_002840845.1_ASM284084v1_protein.faa.gz"
"22166","Betaproteobacteria bacterium HGW-Betaproteobacteria-18",2013709,"Betaproteobacteria","SAMN06767610","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/842/265/GCA_002842265.1_ASM284226v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/842/265/GCA_002842265.1_ASM284226v1/GCA_002842265.1_ASM284226v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/842/265/GCA_002842265.1_ASM284226v1/GCA_002842265.1_ASM284226v1_protein.faa.gz"
"22053","Gammaproteobacteria bacterium HGW-Gammaproteobacteria-12",2013794,"Gammaproteobacteria","SAMN06767713","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/840/035/GCA_002840035.1_ASM284003v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/840/035/GCA_002840035.1_ASM284003v1/GCA_002840035.1_ASM284003v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/840/035/GCA_002840035.1_ASM284003v1/GCA_002840035.1_ASM284003v1_protein.faa.gz"
"22059","Gammaproteobacteria bacterium HGW-Gammaproteobacteria-13",2013795,"Gammaproteobacteria","SAMN06767714","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/840/155/GCA_002840155.1_ASM284015v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/840/155/GCA_002840155.1_ASM284015v1/GCA_002840155.1_ASM284015v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/840/155/GCA_002840155.1_ASM284015v1/GCA_002840155.1_ASM284015v1_protein.faa.gz"
"22047","Gammaproteobacteria bacterium HGW-Gammaproteobacteria-9",2013805,"Gammaproteobacteria","SAMN06767724","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/839/885/GCA_002839885.1_ASM283988v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/839/885/GCA_002839885.1_ASM283988v1/GCA_002839885.1_ASM283988v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/839/885/GCA_002839885.1_ASM283988v1/GCA_002839885.1_ASM283988v1_protein.faa.gz"
"36865","Shewanella sp. Pdp11",2059264,"Gammaproteobacteria","SAMN04495905","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/165/GCA_002838165.1_ASM283816v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/165/GCA_002838165.1_ASM283816v1/GCA_002838165.1_ASM283816v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/165/GCA_002838165.1_ASM283816v1/GCA_002838165.1_ASM283816v1_protein.faa.gz"
"24300","Pseudoarcobacter caeni",1912877,"delta/epsilon subdivisions","SAMN06286566","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/063/245/GCA_003063245.1_ASM306324v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/063/245/GCA_003063245.1_ASM306324v1/GCA_003063245.1_ASM306324v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/063/245/GCA_003063245.1_ASM306324v1/GCA_003063245.1_ASM306324v1_protein.faa.gz"
"39417","Cellvibrio sp. 79",1954207,"Gammaproteobacteria","SAMN06299364","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/056/245/GCA_003056245.1_ASM305624v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/056/245/GCA_003056245.1_ASM305624v1/GCA_003056245.1_ASM305624v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/056/245/GCA_003056245.1_ASM305624v1/GCA_003056245.1_ASM305624v1_protein.faa.gz"
"23025","Photobacterium lutimaris",388278,"Gammaproteobacteria","SAMN07327755","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/025/555/GCA_003025555.1_ASM302555v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/025/555/GCA_003025555.1_ASM302555v1/GCA_003025555.1_ASM302555v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/025/555/GCA_003025555.1_ASM302555v1/GCA_003025555.1_ASM302555v1_protein.faa.gz"
"23028","Photobacterium rosenbergii",294936,"Gammaproteobacteria","SAMN07327748","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/026/455/GCA_003026455.1_ASM302645v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/026/455/GCA_003026455.1_ASM302645v1/GCA_003026455.1_ASM302645v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/026/455/GCA_003026455.1_ASM302645v1/GCA_003026455.1_ASM302645v1_protein.faa.gz"
"22613","Pseudoalteromonas carrageenovora IAM 12662",1314868,"Gammaproteobacteria","SAMEA104400034","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/239/935/GCA_900239935.1_PCAR91_V1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/239/935/GCA_900239935.1_PCAR91_V1/GCA_900239935.1_PCAR91_V1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/239/935/GCA_900239935.1_PCAR91_V1/GCA_900239935.1_PCAR91_V1_protein.faa.gz"
"22348","Bowmanella denitrificans",366582,"Gammaproteobacteria","SAMN07818930","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/887/595/GCA_002887595.1_ASM288759v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/887/595/GCA_002887595.1_ASM288759v1/GCA_002887595.1_ASM288759v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/887/595/GCA_002887595.1_ASM288759v1/GCA_002887595.1_ASM288759v1_protein.faa.gz"
"31687","Hydrogenovibrio sp. SC-1",2065820,"Gammaproteobacteria","SAMN08204494","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/848/135/GCA_002848135.1_ASM284813v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/848/135/GCA_002848135.1_ASM284813v1/GCA_002848135.1_ASM284813v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/848/135/GCA_002848135.1_ASM284813v1/GCA_002848135.1_ASM284813v1_protein.faa.gz"
"1383","gamma proteobacterium HdN1",83406,"Gammaproteobacteria","SAMEA2272402","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/198/515/GCA_000198515.1_ASM19851v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/198/515/GCA_000198515.1_ASM19851v1/GCA_000198515.1_ASM19851v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/198/515/GCA_000198515.1_ASM19851v1/GCA_000198515.1_ASM19851v1_protein.faa.gz"
"6092","Vibrio mytili",50718,"Gammaproteobacteria","SAMN03285415","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/505/GCA_000830505.1_ASM83050v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/505/GCA_000830505.1_ASM83050v1/GCA_000830505.1_ASM83050v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/505/GCA_000830505.1_ASM83050v1/GCA_000830505.1_ASM83050v1_protein.faa.gz"
"4148","Vibrio owensii",696485,"Gammaproteobacteria","SAMN05213947","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/021/755/GCA_002021755.1_ASM202175v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/021/755/GCA_002021755.1_ASM202175v1/GCA_002021755.1_ASM202175v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/021/755/GCA_002021755.1_ASM202175v1/GCA_002021755.1_ASM202175v1_protein.faa.gz"
"8789","Vibrio renipiscarius",1461322,"Gammaproteobacteria","SAMN03176900","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/875/GCA_000827875.1_ASM82787v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/875/GCA_000827875.1_ASM82787v1/GCA_000827875.1_ASM82787v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/875/GCA_000827875.1_ASM82787v1/GCA_000827875.1_ASM82787v1_protein.faa.gz"
"24878","Thiomicrorhabdus sp. Kp2",1123518,"Gammaproteobacteria","SAMN02256393","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/478/585/GCA_000478585.1_ASM47858v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/478/585/GCA_000478585.1_ASM47858v1/GCA_000478585.1_ASM47858v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/478/585/GCA_000478585.1_ASM47858v1/GCA_000478585.1_ASM47858v1_protein.faa.gz"
"1494","Oxalobacteraceae bacterium IMCC9480",937450,"Betaproteobacteria","SAMN02469921","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/205/GCA_000195205.2_ASM19520v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/205/GCA_000195205.2_ASM19520v1/GCA_000195205.2_ASM19520v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/205/GCA_000195205.2_ASM19520v1/GCA_000195205.2_ASM19520v1_protein.faa.gz"
"14989","Pseudomonas massiliensis",522492,"Gammaproteobacteria","SAMEA2821758","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/826/105/GCA_000826105.1_Pseudomonas_massiliensis_CB1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/826/105/GCA_000826105.1_Pseudomonas_massiliensis_CB1/GCA_000826105.1_Pseudomonas_massiliensis_CB1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/826/105/GCA_000826105.1_Pseudomonas_massiliensis_CB1/GCA_000826105.1_Pseudomonas_massiliensis_CB1_protein.faa.gz"
"4003","Grimontia indica",1056512,"Gammaproteobacteria","SAMN01940370","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/333/895/GCA_000333895.2_ASM33389v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/333/895/GCA_000333895.2_ASM33389v2/GCA_000333895.2_ASM33389v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/333/895/GCA_000333895.2_ASM33389v2/GCA_000333895.2_ASM33389v2_protein.faa.gz"
"32900","Vibrio owensii CAIM 1854 = LMG 25443",1229493,"Gammaproteobacteria","SAMD00036661","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/400/385/GCA_000400385.1_ASM40038v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/400/385/GCA_000400385.1_ASM40038v1/GCA_000400385.1_ASM40038v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/400/385/GCA_000400385.1_ASM40038v1/GCA_000400385.1_ASM40038v1_protein.faa.gz"
"35395","Vibrio owensii 47666-1",1344582,"Gammaproteobacteria","SAMN02946480","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/817/825/GCA_000817825.1_ASM81782v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/817/825/GCA_000817825.1_ASM81782v1/GCA_000817825.1_ASM81782v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/817/825/GCA_000817825.1_ASM81782v1/GCA_000817825.1_ASM81782v1_protein.faa.gz"
"8220","Pseudomonas weihenstephanensis",1608994,"Gammaproteobacteria","SAMN03328807","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/042/975/GCA_001042975.1_MG442","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/042/975/GCA_001042975.1_MG442/GCA_001042975.1_MG442_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/042/975/GCA_001042975.1_MG442/GCA_001042975.1_MG442_protein.faa.gz"
"7234","Marinobacter psychrophilus",330734,"Gammaproteobacteria","SAMN03701403","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/043/175/GCA_001043175.1_ASM104317v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/043/175/GCA_001043175.1_ASM104317v1/GCA_001043175.1_ASM104317v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/043/175/GCA_001043175.1_ASM104317v1/GCA_001043175.1_ASM104317v1_protein.faa.gz"
"39908","Vibrio sp. J2-31",1507980,"Gammaproteobacteria","SAMEA2594005","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/243/385/GCA_001243385.1_VRSK31v1_PRJEB5897","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/243/385/GCA_001243385.1_VRSK31v1_PRJEB5897/GCA_001243385.1_VRSK31v1_PRJEB5897_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/243/385/GCA_001243385.1_VRSK31v1_PRJEB5897/GCA_001243385.1_VRSK31v1_PRJEB5897_protein.faa.gz"
"42125","Vibrio sp. J2-4",1507977,"Gammaproteobacteria","SAMEA2593998","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/243/675/GCA_001243675.1_VRSK4v1_PRJEB5888","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/243/675/GCA_001243675.1_VRSK4v1_PRJEB5888/GCA_001243675.1_VRSK4v1_PRJEB5888_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/243/675/GCA_001243675.1_VRSK4v1_PRJEB5888/GCA_001243675.1_VRSK4v1_PRJEB5888_protein.faa.gz"
"42528","Vibrio sp. J2-6",1507974,"Gammaproteobacteria","SAMEA2593999","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/243/735/GCA_001243735.1_VRSK6v1_PRJEB5889","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/243/735/GCA_001243735.1_VRSK6v1_PRJEB5889/GCA_001243735.1_VRSK6v1_PRJEB5889_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/243/735/GCA_001243735.1_VRSK6v1_PRJEB5889/GCA_001243735.1_VRSK6v1_PRJEB5889_protein.faa.gz"
"39540","Methylophilus sp. Leaf414",1736371,"Betaproteobacteria","SAMN04151761","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/425/425/GCA_001425425.1_Leaf414","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/425/425/GCA_001425425.1_Leaf414/GCA_001425425.1_Leaf414_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/425/425/GCA_001425425.1_Leaf414/GCA_001425425.1_Leaf414_protein.faa.gz"
"40707","Methylophilus sp. Leaf459",1736383,"Betaproteobacteria","SAMN04151773","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/425/495/GCA_001425495.1_Leaf459","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/425/495/GCA_001425495.1_Leaf459/GCA_001425495.1_Leaf459_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/425/495/GCA_001425495.1_Leaf459/GCA_001425495.1_Leaf459_protein.faa.gz"
"38198","Methylophilus sp. Leaf416",1736373,"Betaproteobacteria","SAMN04151763","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/424/665/GCA_001424665.1_Leaf416","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/424/665/GCA_001424665.1_Leaf416/GCA_001424665.1_Leaf416_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/424/665/GCA_001424665.1_Leaf416/GCA_001424665.1_Leaf416_protein.faa.gz"
"36847","Methylophilus sp. Q8",1506586,"Betaproteobacteria","SAMN02841243","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/800/115/GCA_000800115.1_ASM80011v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/800/115/GCA_000800115.1_ASM80011v1/GCA_000800115.1_ASM80011v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/800/115/GCA_000800115.1_ASM80011v1/GCA_000800115.1_ASM80011v1_protein.faa.gz"
