"","organism","subgroup","level","RefSeq.FTP","tbl","prt"
"8736","Ideonella sakaiensis",6.14206,"SAMD00034998","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/293/525/GCA_001293525.1_ASM129352v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/293/525/GCA_001293525.1_ASM129352v1/GCA_001293525.1_ASM129352v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/293/525/GCA_001293525.1_ASM129352v1/GCA_001293525.1_ASM129352v1_protein.faa.gz"
"27537","Rheinheimera sp. KL1",4.29506,"SAMN03447206","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/275/035/GCA_001275035.1_ASM127503v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/275/035/GCA_001275035.1_ASM127503v1/GCA_001275035.1_ASM127503v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/275/035/GCA_001275035.1_ASM127503v1/GCA_001275035.1_ASM127503v1_protein.faa.gz"
"6170","Moritella viscosa",5.09399,"SAMEA2735902","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/735/GCA_000953735.1_MVIS1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/735/GCA_000953735.1_MVIS1/GCA_000953735.1_MVIS1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/735/GCA_000953735.1_MVIS1/GCA_000953735.1_MVIS1_protein.faa.gz"
"33182","Cellvibrio sp. pealriver",4.42792,"SAMN03380777","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/183/545/GCA_001183545.1_ASM118354v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/183/545/GCA_001183545.1_ASM118354v1/GCA_001183545.1_ASM118354v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/183/545/GCA_001183545.1_ASM118354v1/GCA_001183545.1_ASM118354v1_protein.faa.gz"
"6036","Aeromonas schubertii",4.40003,"SAMN04110141","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/447/335/GCA_001447335.1_ASM144733v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/447/335/GCA_001447335.1_ASM144733v1/GCA_001447335.1_ASM144733v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/447/335/GCA_001447335.1_ASM144733v1/GCA_001447335.1_ASM144733v1_protein.faa.gz"
"14258","Gammaproteobacteria bacterium LUC006_P13",1.7872,"SAMN06271921","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/084/275/GCA_002084275.1_ASM208427v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/084/275/GCA_002084275.1_ASM208427v1/GCA_002084275.1_ASM208427v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/084/275/GCA_002084275.1_ASM208427v1/GCA_002084275.1_ASM208427v1_protein.faa.gz"
"14259","Gammaproteobacteria bacterium LUC004_P11",1.20266,"SAMN06271919","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/084/295/GCA_002084295.1_ASM208429v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/084/295/GCA_002084295.1_ASM208429v1/GCA_002084295.1_ASM208429v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/084/295/GCA_002084295.1_ASM208429v1/GCA_002084295.1_ASM208429v1_protein.faa.gz"
"14249","Gammaproteobacteria bacterium LUC13017_P7",1.7578,"SAMN06271913","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/084/055/GCA_002084055.1_ASM208405v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/084/055/GCA_002084055.1_ASM208405v1/GCA_002084055.1_ASM208405v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/084/055/GCA_002084055.1_ASM208405v1/GCA_002084055.1_ASM208405v1_protein.faa.gz"
"14254","Gammaproteobacteria bacterium LUC13015_P5",2.68678,"SAMN06271911","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/084/195/GCA_002084195.1_ASM208419v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/084/195/GCA_002084195.1_ASM208419v1/GCA_002084195.1_ASM208419v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/084/195/GCA_002084195.1_ASM208419v1/GCA_002084195.1_ASM208419v1_protein.faa.gz"
"14257","Gammaproteobacteria bacterium LUC003_P10",0.492432,"SAMN06271918","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/084/245/GCA_002084245.1_ASM208424v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/084/245/GCA_002084245.1_ASM208424v1/GCA_002084245.1_ASM208424v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/084/245/GCA_002084245.1_ASM208424v1/GCA_002084245.1_ASM208424v1_protein.faa.gz"
"14253","Gammaproteobacteria bacterium LUC13013_P4",2.798,"SAMN06271653","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/084/175/GCA_002084175.1_ASM208417v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/084/175/GCA_002084175.1_ASM208417v1/GCA_002084175.1_ASM208417v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/084/175/GCA_002084175.1_ASM208417v1/GCA_002084175.1_ASM208417v1_protein.faa.gz"
"14248","Gammaproteobacteria bacterium LUC14_002_19_P1",2.67521,"SAMN06271533","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/084/045/GCA_002084045.1_ASM208404v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/084/045/GCA_002084045.1_ASM208404v1/GCA_002084045.1_ASM208404v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/084/045/GCA_002084045.1_ASM208404v1/GCA_002084045.1_ASM208404v1_protein.faa.gz"
"14410","Proteobacteria bacterium ST_bin11",4.91749,"SAMN06189373","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/615/GCA_002083615.1_ASM208361v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/615/GCA_002083615.1_ASM208361v1/GCA_002083615.1_ASM208361v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/615/GCA_002083615.1_ASM208361v1/GCA_002083615.1_ASM208361v1_protein.faa.gz"
"26182","Vogesella sp. EB",3.54016,"SAMN03770809","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/037/925/GCA_001037925.1_VogEB1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/037/925/GCA_001037925.1_VogEB1.0/GCA_001037925.1_VogEB1.0_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/037/925/GCA_001037925.1_VogEB1.0/GCA_001037925.1_VogEB1.0_protein.faa.gz"
"6263","Sulfuricella sp. T08",3.42353,"SAMD00027816","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/971/475/GCA_000971475.1_ASM97147v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/971/475/GCA_000971475.1_ASM97147v1/GCA_000971475.1_ASM97147v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/971/475/GCA_000971475.1_ASM97147v1/GCA_000971475.1_ASM97147v1_protein.faa.gz"
"27338","Pseudoalteromonas ruthenica",4.0664,"SAMN03323938","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/585/GCA_000967585.1_S3258","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/585/GCA_000967585.1_S3258/GCA_000967585.1_S3258_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/585/GCA_000967585.1_S3258/GCA_000967585.1_S3258_protein.faa.gz"
"24413","Cellvibrionaceae bacterium 1162T.S.0a.05",4.40496,"SAMN02746023","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/964/245/GCA_000964245.1_ASM96424v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/964/245/GCA_000964245.1_ASM96424v1/GCA_000964245.1_ASM96424v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/964/245/GCA_000964245.1_ASM96424v1/GCA_000964245.1_ASM96424v1_protein.faa.gz"
"5596","Alteromonas australica",4.30883,"SAMN02743545","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/730/385/GCA_000730385.1_ASM73038v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/730/385/GCA_000730385.1_ASM73038v1/GCA_000730385.1_ASM73038v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/730/385/GCA_000730385.1_ASM73038v1/GCA_000730385.1_ASM73038v1_protein.faa.gz"
"5292","Aeromonas enteropelogenes",4.33223,"SAMN02732394","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/355/GCA_000687355.2_ASM68735v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/355/GCA_000687355.2_ASM68735v2/GCA_000687355.2_ASM68735v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/355/GCA_000687355.2_ASM68735v2/GCA_000687355.2_ASM68735v2_protein.faa.gz"
"8789","Vibrio renipiscarius",4.34735,"SAMN03176900","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/875/GCA_000827875.1_ASM82787v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/875/GCA_000827875.1_ASM82787v1/GCA_000827875.1_ASM82787v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/875/GCA_000827875.1_ASM82787v1/GCA_000827875.1_ASM82787v1_protein.faa.gz"
"6077","Comamonadaceae bacterium B1",2.62324,"SAMD00000326","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/915/GCA_000828915.1_ASM82891v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/915/GCA_000828915.1_ASM82891v1/GCA_000828915.1_ASM82891v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/915/GCA_000828915.1_ASM82891v1/GCA_000828915.1_ASM82891v1_protein.faa.gz"
"5947","Pseudomonas flexibilis",3.7484,"SAMN03174901","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/806/415/GCA_000806415.1_ASM80641v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/806/415/GCA_000806415.1_ASM80641v1/GCA_000806415.1_ASM80641v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/806/415/GCA_000806415.1_ASM80641v1/GCA_000806415.1_ASM80641v1_protein.faa.gz"
"36520","Methylibium sp. YR605",6.73741,"SAMN02787082","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/800/095/GCA_000800095.1_ASM80009v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/800/095/GCA_000800095.1_ASM80009v1/GCA_000800095.1_ASM80009v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/800/095/GCA_000800095.1_ASM80009v1/GCA_000800095.1_ASM80009v1_protein.faa.gz"
"26787","Methylibium sp. CF468",6.85393,"SAMN02787116","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/799/605/GCA_000799605.1_ASM79960v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/799/605/GCA_000799605.1_ASM79960v1/GCA_000799605.1_ASM79960v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/799/605/GCA_000799605.1_ASM79960v1/GCA_000799605.1_ASM79960v1_protein.faa.gz"
"4486","Methylibium sp. CF059",6.84217,"SAMN02787123","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/799/305/GCA_000799305.1_ASM79930v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/799/305/GCA_000799305.1_ASM79930v1/GCA_000799305.1_ASM79930v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/799/305/GCA_000799305.1_ASM79930v1/GCA_000799305.1_ASM79930v1_protein.faa.gz"
"15181","Pseudoalteromonas piratica",4.81599,"SAMN03160553","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/788/395/GCA_000788395.1_ASM78839v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/788/395/GCA_000788395.1_ASM78839v1/GCA_000788395.1_ASM78839v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/788/395/GCA_000788395.1_ASM78839v1/GCA_000788395.1_ASM78839v1_protein.faa.gz"
"35209","Methylotenera sp. G11",2.5451,"SAMN02850020","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/799/735/GCA_000799735.1_ASM79973v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/799/735/GCA_000799735.1_ASM79973v1/GCA_000799735.1_ASM79973v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/799/735/GCA_000799735.1_ASM79973v1/GCA_000799735.1_ASM79973v1_protein.faa.gz"
"5924","Chitinibacter sp. ZOR0017",3.47863,"SAMN03021528","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/799/095/GCA_000799095.1_ZOR0017.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/799/095/GCA_000799095.1_ZOR0017.1/GCA_000799095.1_ZOR0017.1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/799/095/GCA_000799095.1_ZOR0017.1/GCA_000799095.1_ZOR0017.1_protein.faa.gz"
"33131","Methylotenera sp. N17",2.75367,"SAMN02800695","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/799/155/GCA_000799155.1_ASM79915v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/799/155/GCA_000799155.1_ASM79915v1/GCA_000799155.1_ASM79915v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/799/155/GCA_000799155.1_ASM79915v1/GCA_000799155.1_ASM79915v1_protein.faa.gz"
"5806","Pseudomonas lutea",5.6475,"SAMN03077637","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/759/445/GCA_000759445.1_ASM75944v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/759/445/GCA_000759445.1_ASM75944v1/GCA_000759445.1_ASM75944v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/759/445/GCA_000759445.1_ASM75944v1/GCA_000759445.1_ASM75944v1_protein.faa.gz"
"5795","Halomonas salina",4.25901,"SAMEA3114296","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/821/105/GCA_000821105.2_ASM82110v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/821/105/GCA_000821105.2_ASM82110v2/GCA_000821105.2_ASM82110v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/821/105/GCA_000821105.2_ASM82110v2/GCA_000821105.2_ASM82110v2_protein.faa.gz"
"5635","Gammaproteobacteria bacterium MFB021",4.4362,"SAMN02863077","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/737/985/GCA_000737985.1_Gammaproteobacteria1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/737/985/GCA_000737985.1_Gammaproteobacteria1.0/GCA_000737985.1_Gammaproteobacteria1.0_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/737/985/GCA_000737985.1_Gammaproteobacteria1.0/GCA_000737985.1_Gammaproteobacteria1.0_protein.faa.gz"
"5723","Ferriphaselus sp. R-1",2.4416,"SAMN02745141","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/746/095/GCA_000746095.1_ASM74609v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/746/095/GCA_000746095.1_ASM74609v1/GCA_000746095.1_ASM74609v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/746/095/GCA_000746095.1_ASM74609v1/GCA_000746095.1_ASM74609v1_protein.faa.gz"
"26457","Porticoccus hydrocarbonoclasticus",2.72068,"SAMN06450925","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/364/235/GCA_002364235.1_ASM236423v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/364/235/GCA_002364235.1_ASM236423v1/GCA_002364235.1_ASM236423v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/364/235/GCA_002364235.1_ASM236423v1/GCA_002364235.1_ASM236423v1_protein.faa.gz"
"30503","Methylotenera sp. L2L1",2.64199,"SAMN02800689","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/744/605/GCA_000744605.1_ASM74460v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/744/605/GCA_000744605.1_ASM74460v1/GCA_000744605.1_ASM74460v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/744/605/GCA_000744605.1_ASM74460v1/GCA_000744605.1_ASM74460v1_protein.faa.gz"
"5401","Marinobacterium sp. AK27",4.55288,"SAMN02745957","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/705/555/GCA_000705555.1_MarKoc1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/705/555/GCA_000705555.1_MarKoc1.0/GCA_000705555.1_MarKoc1.0_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/705/555/GCA_000705555.1_MarKoc1.0/GCA_000705555.1_MarKoc1.0_protein.faa.gz"
"27017","Sphaerotilus natans",4.63008,"SAMN05421778","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/156/335/GCA_900156335.1_IMG-taxon_2681812894_annotated_assembly","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/156/335/GCA_900156335.1_IMG-taxon_2681812894_annotated_assembly/GCA_900156335.1_IMG-taxon_2681812894_annotated_assembly_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/156/335/GCA_900156335.1_IMG-taxon_2681812894_annotated_assembly/GCA_900156335.1_IMG-taxon_2681812894_annotated_assembly_protein.faa.gz"
"8118","Nitrincola nitratireducens",4.02765,"SAMN02951920","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/585/235/GCA_000585235.1_NitAk23","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/585/235/GCA_000585235.1_NitAk23/GCA_000585235.1_NitAk23_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/585/235/GCA_000585235.1_NitAk23/GCA_000585235.1_NitAk23_protein.faa.gz"
"2272","Methylophilaceae bacterium 11",2.78683,"SAMN02849406","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/525/025/GCA_000525025.1_ASM52502v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/525/025/GCA_000525025.1_ASM52502v1/GCA_000525025.1_ASM52502v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/525/025/GCA_000525025.1_ASM52502v1/GCA_000525025.1_ASM52502v1_protein.faa.gz"
"30666","Pseudomonas resinovorans",6.25294,"SAMD00071031","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/003/485/GCA_002003485.1_ASM200348v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/003/485/GCA_002003485.1_ASM200348v1/GCA_002003485.1_ASM200348v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/003/485/GCA_002003485.1_ASM200348v1/GCA_002003485.1_ASM200348v1_protein.faa.gz"
"14340","Andreprevotia lacus DSM 23236",4.6262,"SAMN02745857","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/176/275/GCA_900176275.1_IMG-taxon_2568526002_annotated_assembly","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/176/275/GCA_900176275.1_IMG-taxon_2568526002_annotated_assembly/GCA_900176275.1_IMG-taxon_2568526002_annotated_assembly_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/176/275/GCA_900176275.1_IMG-taxon_2568526002_annotated_assembly/GCA_900176275.1_IMG-taxon_2568526002_annotated_assembly_protein.faa.gz"
"29740","Methylotenera mobilis",2.61108,"SAMN06454506","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/454/455/GCA_002454455.1_ASM245445v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/454/455/GCA_002454455.1_ASM245445v1/GCA_002454455.1_ASM245445v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/454/455/GCA_002454455.1_ASM245445v1/GCA_002454455.1_ASM245445v1_protein.faa.gz"
"14175","Tardiphaga robiniae",6.36022,"SAMN04590170","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/618/955/GCA_001618955.1_ASM161895v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/618/955/GCA_001618955.1_ASM161895v1/GCA_001618955.1_ASM161895v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/618/955/GCA_001618955.1_ASM161895v1/GCA_001618955.1_ASM161895v1_protein.faa.gz"
"2407","Kosakonia radicincitans DSM 16656",6.12245,"SAMN02470245","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/280/495/GCA_000280495.2_ASM28049v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/280/495/GCA_000280495.2_ASM28049v2/GCA_000280495.2_ASM28049v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/280/495/GCA_000280495.2_ASM28049v2/GCA_000280495.2_ASM28049v2_protein.faa.gz"
"14208","Shewanella japonica",4.97568,"SAMN06628905","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/075/795/GCA_002075795.1_ASM207579v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/075/795/GCA_002075795.1_ASM207579v1/GCA_002075795.1_ASM207579v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/075/795/GCA_002075795.1_ASM207579v1/GCA_002075795.1_ASM207579v1_protein.faa.gz"
"14198","Methyloprofundus sedimenti",4.29053,"SAMN04347413","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/072/955/GCA_002072955.1_ASM207295v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/072/955/GCA_002072955.1_ASM207295v1/GCA_002072955.1_ASM207295v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/072/955/GCA_002072955.1_ASM207295v1/GCA_002072955.1_ASM207295v1_protein.faa.gz"
"1727","Pseudomonas tolaasii",6.85668,"SAMN06579284","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/072/675/GCA_002072675.1_ASM207267v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/072/675/GCA_002072675.1_ASM207267v1/GCA_002072675.1_ASM207267v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/072/675/GCA_002072675.1_ASM207267v1/GCA_002072675.1_ASM207267v1_protein.faa.gz"
"16953","Photobacterium toruni",4.42095,"SAMEA93355918","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/166/975/GCA_900166975.1_P.torugnensis_CECT9189T_SPAdes_Prokka_EMBL.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/166/975/GCA_900166975.1_P.torugnensis_CECT9189T_SPAdes_Prokka_EMBL.gz/GCA_900166975.1_P.torugnensis_CECT9189T_SPAdes_Prokka_EMBL.gz_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/166/975/GCA_900166975.1_P.torugnensis_CECT9189T_SPAdes_Prokka_EMBL.gz/GCA_900166975.1_P.torugnensis_CECT9189T_SPAdes_Prokka_EMBL.gz_protein.faa.gz"
"14195","Photobacterium piscicola",4.5253,"SAMEA93355168","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/166/965/GCA_900166965.1_P.piscicola_NCCB100098T_SPAdes_Prokka_EMBL","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/166/965/GCA_900166965.1_P.piscicola_NCCB100098T_SPAdes_Prokka_EMBL/GCA_900166965.1_P.piscicola_NCCB100098T_SPAdes_Prokka_EMBL_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/166/965/GCA_900166965.1_P.piscicola_NCCB100098T_SPAdes_Prokka_EMBL/GCA_900166965.1_P.piscicola_NCCB100098T_SPAdes_Prokka_EMBL_protein.faa.gz"
"4023","Pseudomonas veronii",6.85281,"SAMN06076152","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/028/325/GCA_002028325.1_ASM202832v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/028/325/GCA_002028325.1_ASM202832v1/GCA_002028325.1_ASM202832v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/028/325/GCA_002028325.1_ASM202832v1/GCA_002028325.1_ASM202832v1_protein.faa.gz"
"2084","Pseudomonas extremaustralis",6.67443,"SAMN05216591","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/035/GCA_900102035.1_IMG-taxon_2667527225_annotated_assembly","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/035/GCA_900102035.1_IMG-taxon_2667527225_annotated_assembly/GCA_900102035.1_IMG-taxon_2667527225_annotated_assembly_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/035/GCA_900102035.1_IMG-taxon_2667527225_annotated_assembly/GCA_900102035.1_IMG-taxon_2667527225_annotated_assembly_protein.faa.gz"
